Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating,Project Description
France,5406,0,12,Onshore,0,2006,Eolfi,16308000,6.09,,,1.675130725,4.659837723,2.714064518,65.32475,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in France. It is a single phase project beginning in 2006, with a cost of 16308000.0 GBP and is owned by Eolfi. The project is onshore, and the average annual wind speed is 6.090 m/s. France has a credit rating of 21/21, with a GDP growth of 2.714% and 65.325% of its GDP in debt. The inflation rate is 1.675 and the energy inflation rate is 4.660."
Denmark,4320,1,15,Onshore,0,2015,Encavis AG,20385000,8.613333333,,,0.452031076,0.050028067,2.104414587,39.89418,21,"Evaluate the probability of success for a 15.0 MW Onshore wind farm in Denmark. It is a multi phase project beginning in 2015, with a cost of 20385000.0 GBP and is owned by Encavis AG. The project is onshore, and the average annual wind speed is 8.613 m/s. Denmark has a credit rating of 21/21, with a GDP growth of 2.104% and 39.894% of its GDP in debt. The inflation rate is 0.452 and the energy inflation rate is 0.050."
France,5628,1,11,Onshore,0,2007,Kallista Energy,14949000,6.376666667,,,1.487993479,2.966151237,2.530481862,65.3614,21,"Evaluate the probability of success for a 11.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2007, with a cost of 14949000.0 GBP and is owned by Kallista Energy. The project is onshore, and the average annual wind speed is 6.377 m/s. France has a credit rating of 21/21, with a GDP growth of 2.530% and 65.361% of its GDP in debt. The inflation rate is 1.488 and the energy inflation rate is 2.966."
Denmark,3588,1,19,Onshore,0,2008,Vattenfall AB,25821000,8.076666667,,,3.416266203,4.0364151,-0.41717843,33.1613,21,"Evaluate the probability of success for a 19.0 MW Onshore wind farm in Denmark. It is a multi phase project beginning in 2008, with a cost of 25821000.0 GBP and is owned by Vattenfall AB. The project is onshore, and the average annual wind speed is 8.077 m/s. Denmark has a credit rating of 21/21, with a GDP growth of -0.417% and 33.161% of its GDP in debt. The inflation rate is 3.416 and the energy inflation rate is 4.036."
France,5967,0,10,Onshore,0,2010,Boralex,13590000,6.2,,,1.531118512,3.301385641,2.000324727,86.31331,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in France. It is a single phase project beginning in 2010, with a cost of 13590000.0 GBP and is owned by Boralex. The project is onshore, and the average annual wind speed is 6.200 m/s. France has a credit rating of 21/21, with a GDP growth of 2.000% and 86.313% of its GDP in debt. The inflation rate is 1.531 and the energy inflation rate is 3.301."
Finland,24,0,800,Offshore hard mount,1,2013,Metsahallitus,2065652533,5.453333333,1.82,5.12,1.478294015,0.339855283,-0.979741028,59.86275,21,"Evaluate the probability of success for a 800.0 MW Offshore hard mount wind farm in Finland. It is a single phase project beginning in 2013, with a cost of 2065652533.0 GBP and is owned by Metsahallitus. The project is 1.82 km from shore at a depth of 5.12 meters, and the average annual wind speed is 5.453 m/s. Finland has a credit rating of 21/21, with a GDP growth of -0.980% and 59.863% of its GDP in debt. The inflation rate is 1.478 and the energy inflation rate is 0.340."
Spain,1083,0,49,Onshore,0,2010,Finerge SA,66591000,5.62,,,1.799884915,3.527857542,0.094122317,60.26603,20,"Evaluate the probability of success for a 49.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2010, with a cost of 66591000.0 GBP and is owned by Finerge SA. The project is onshore, and the average annual wind speed is 5.620 m/s. Spain has a credit rating of 20/21, with a GDP growth of 0.094% and 60.266% of its GDP in debt. The inflation rate is 1.800 and the energy inflation rate is 3.528."
France,4489,0,14.4,Onshore,0,-,TTR Energy,19569600,7.344347826,,,,,,,,"Evaluate the probability of success for a 14.4 MW Onshore wind farm in France. It is a single phase project beginning in an unknwon year, with a cost of 19569600.0 GBP and is owned by TTR Energy. The project is onshore."
United Kingdom,5914,1,10,Onshore,0,2012,Scottish and Southern Energy (SSE),13590000,9.603333333,,,2.564104319,2.724234581,1.508998374,84.4826,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in United Kingdom. It is a multi phase project beginning in 2012, with a cost of 13590000.0 GBP and is owned by Scottish and Southern Energy (SSE). The project is onshore, and the average annual wind speed is 9.603 m/s. United Kingdom has a credit rating of 21/21, with a GDP growth of 1.509% and 84.483% of its GDP in debt. The inflation rate is 2.564 and the energy inflation rate is 2.724."
Germany,4815,1,13,Onshore,1,2019,Naturwind,17667000,6.67,,,1.345999956,1.315006018,0.987893349,58.55613,21,"Evaluate the probability of success for a 13.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2019, with a cost of 17667000.0 GBP and is owned by Naturwind. The project is onshore, and the average annual wind speed is 6.670 m/s. Germany has a credit rating of 21/21, with a GDP growth of 0.988% and 58.556% of its GDP in debt. The inflation rate is 1.346 and the energy inflation rate is 1.315."
Denmark,1718,0,36,Onshore,0,2016,European Energy A/S,48924000,8.323333333,,,0.25,0.808334351,3.073045475,37.30431,21,"Evaluate the probability of success for a 36.0 MW Onshore wind farm in Denmark. It is a single phase project beginning in 2016, with a cost of 48924000.0 GBP and is owned by European Energy A/S. The project is onshore, and the average annual wind speed is 8.323 m/s. Denmark has a credit rating of 21/21, with a GDP growth of 3.073% and 37.304% of its GDP in debt. The inflation rate is 0.250 and the energy inflation rate is 0.808."
France,1964,0,33,Onshore,0,2022,Engie,44847000,6.405,,,5.222367,23.73546019,2.570840474,111.9513,19,"Evaluate the probability of success for a 33.0 MW Onshore wind farm in France. It is a single phase project beginning in 2022, with a cost of 44847000.0 GBP and is owned by Engie. The project is onshore, and the average annual wind speed is 6.405 m/s. France has a credit rating of 19/21, with a GDP growth of 2.571% and 111.951% of its GDP in debt. The inflation rate is 5.222 and the energy inflation rate is 23.735."
France,6009,0,10,Onshore,0,2009,EDP,13590000,7.146666667,,,0.087618731,-0.113706842,-2.824551503,84.03127,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in France. It is a single phase project beginning in 2009, with a cost of 13590000.0 GBP and is owned by EDP. The project is onshore, and the average annual wind speed is 7.147 m/s. France has a credit rating of 21/21, with a GDP growth of -2.825% and 84.031% of its GDP in debt. The inflation rate is 0.088 and the energy inflation rate is -0.114."
Netherlands,351,0,120,Offshore hard mount,0,2007,Rabobank; EKF Denmark; Dexia Group,318084320,8.5,26.48,21.39,1.613861084,2.598557472,3.885306508,42.74112,21,"Evaluate the probability of success for a 120.0 MW Offshore hard mount wind farm in Netherlands. It is a single phase project beginning in 2007, with a cost of 318084320.0 GBP and is owned by Rabobank and  EKF Denmark and  Dexia Group. The project is 26.48 km from shore at a depth of 21.39 meters, and the average annual wind speed is 8.500 m/s. Netherlands has a credit rating of 21/21, with a GDP growth of 3.885% and 42.741% of its GDP in debt. The inflation rate is 1.614 and the energy inflation rate is 2.599."
Italy,2135,1,30,Onshore,0,2019,Saras Group SPA,40770000,5.696666667,,,0.634000003,0.484916806,0.429162534,133.8227,13,"Evaluate the probability of success for a 30.0 MW Onshore wind farm in Italy. It is a multi phase project beginning in 2019, with a cost of 40770000.0 GBP and is owned by Saras Group SPA. The project is onshore, and the average annual wind speed is 5.697 m/s. Italy has a credit rating of 13/21, with a GDP growth of 0.429% and 133.823% of its GDP in debt. The inflation rate is 0.634 and the energy inflation rate is 0.485."
Germany,4668,1,14,Onshore,0,2008,WPD,19026000,6.73,,,2.628387928,3.424206972,0.910403196,64.5862,21,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2008, with a cost of 19026000.0 GBP and is owned by WPD. The project is onshore, and the average annual wind speed is 6.730 m/s. Germany has a credit rating of 21/21, with a GDP growth of 0.910% and 64.586% of its GDP in debt. The inflation rate is 2.628 and the energy inflation rate is 3.424."
France,5829,0,10,Onshore,0,2016,Valorem,13590000,6.07,,,0.183335871,-0.11499691,0.860031082,98.02478,19,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in France. It is a single phase project beginning in 2016, with a cost of 13590000.0 GBP and is owned by Valorem. The project is onshore, and the average annual wind speed is 6.070 m/s. France has a credit rating of 19/21, with a GDP growth of 0.860% and 98.025% of its GDP in debt. The inflation rate is 0.183 and the energy inflation rate is -0.115."
Germany,3844,0,18,Onshore,0,2003,WPD,24462000,6.633333333,,,1.034225345,1.510221601,-0.529928994,62.70924,21,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2003, with a cost of 24462000.0 GBP and is owned by WPD. The project is onshore, and the average annual wind speed is 6.633 m/s. Germany has a credit rating of 21/21, with a GDP growth of -0.530% and 62.709% of its GDP in debt. The inflation rate is 1.034 and the energy inflation rate is 1.510."
Spain,3369,0,20,Offshore floating,0,2015,Ente Vasco De La Energia (EVE),76868666.67,6.063333333,3.19,99.26,-0.5004583,-2.103507996,4.060866697,102.4421,15,"Evaluate the probability of success for a 20.0 MW Offshore floating wind farm in Spain. It is a single phase project beginning in 2015, with a cost of 76868666.67 GBP and is owned by Ente Vasco De La Energia (EVE). The project is 3.19 km from shore at a depth of 99.26 meters, and the average annual wind speed is 6.063 m/s. Spain has a credit rating of 15/21, with a GDP growth of 4.061% and 102.442% of its GDP in debt. The inflation rate is -0.500 and the energy inflation rate is -2.104."
Greece,1648,0,37.8,Onshore,0,2022,Rokas Renewables,51370200,3.575,,,9.645261,39.69207629,5.74364919,179.5882,11,"Evaluate the probability of success for a 37.8 MW Onshore wind farm in Greece. It is a single phase project beginning in 2022, with a cost of 51370200.0 GBP and is owned by Rokas Renewables. The project is onshore, and the average annual wind speed is 3.575 m/s. Greece has a credit rating of 11/21, with a GDP growth of 5.744% and 179.588% of its GDP in debt. The inflation rate is 9.645 and the energy inflation rate is 39.692."
Germany,5043,1,12,Onshore,0,2017,Denker & Wulf AG,16308000,6.553333333,,,1.711,1.241764545,2.716024519,63.95238,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2017, with a cost of 16308000.0 GBP and is owned by Denker & Wulf AG. The project is onshore, and the average annual wind speed is 6.553 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.716% and 63.952% of its GDP in debt. The inflation rate is 1.711 and the energy inflation rate is 1.242."
France,4811,1,13,Onshore,0,2020,Ostwind,17667000,6.463333333,,,0.476498853,-0.206244222,-7.44064593,114.853,20,"Evaluate the probability of success for a 13.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2020, with a cost of 17667000.0 GBP and is owned by Ostwind. The project is onshore, and the average annual wind speed is 6.463 m/s. France has a credit rating of 20/21, with a GDP growth of -7.441% and 114.853% of its GDP in debt. The inflation rate is 0.476 and the energy inflation rate is -0.206."
Spain,2136,0,30,Onshore,0,2019,Acciona,40770000,5.94,,,0.699999988,-1.237797976,1.961178532,97.57882,16,"Evaluate the probability of success for a 30.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2019, with a cost of 40770000.0 GBP and is owned by Acciona. The project is onshore, and the average annual wind speed is 5.940 m/s. Spain has a credit rating of 16/21, with a GDP growth of 1.961% and 97.579% of its GDP in debt. The inflation rate is 0.700 and the energy inflation rate is -1.238."
Spain,3150,0,22,Onshore,0,2008,Iberdrola,29898000,5.666666667,,,4.07565403,6.641723633,0.767165775,39.6088,21,"Evaluate the probability of success for a 22.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2008, with a cost of 29898000.0 GBP and is owned by Iberdrola. The project is onshore, and the average annual wind speed is 5.667 m/s. Spain has a credit rating of 21/21, with a GDP growth of 0.767% and 39.609% of its GDP in debt. The inflation rate is 4.076 and the energy inflation rate is 6.642."
United Kingdom,625,0,72,Onshore,0,2006,Greencoat,97848000,7.153333333,,,2.518891573,4.665380001,2.380694025,42.05836,21,"Evaluate the probability of success for a 72.0 MW Onshore wind farm in United Kingdom. It is a single phase project beginning in 2006, with a cost of 97848000.0 GBP and is owned by Greencoat. The project is onshore, and the average annual wind speed is 7.153 m/s. United Kingdom has a credit rating of 21/21, with a GDP growth of 2.381% and 42.058% of its GDP in debt. The inflation rate is 2.519 and the energy inflation rate is 4.665."
United Kingdom,3543,0,19.8,Onshore,0,2013,Banks Renewables,26908200,7.273333333,,,2.291663408,2.352421284,1.799921494,85.31606,20,"Evaluate the probability of success for a 19.8 MW Onshore wind farm in United Kingdom. It is a single phase project beginning in 2013, with a cost of 26908200.0 GBP and is owned by Banks Renewables. The project is onshore, and the average annual wind speed is 7.273 m/s. United Kingdom has a credit rating of 20/21, with a GDP growth of 1.800% and 85.316% of its GDP in debt. The inflation rate is 2.292 and the energy inflation rate is 2.352."
