Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating
Spain,1010,1,50,Onshore,0,2005,Acciona,67950000,4.233333333,,,3.368458509,5.324462414,3.551225515,42.39519,21
Greece,1904,0,33.6,Onshore,1,?,W E Graigos New Energies SA,45662400,,,,,,,,
Germany,4324,0,15,Onshore,0,2015,DunoAir,20385000,6.51,,,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5562,1,11,Onshore,0,2021,NOTUS Energy,14949000,6.48,,,3.14297,10.7082,3.669999862,67.87883,21
Germany,3942,0,17,Onshore,0,2019,Burgerwind,23103000,6.826666667,,,1.345999956,1.315006018,0.987893349,58.55613,21
Norway,562,0,80,Onshore,1,2011,Bjerkreim Vind AS,108720000,5.873333333,,,1.284952641,0.927414358,1.105656027,29.61085,21
Spain,907,0,50,Onshore,0,2022,Estudios y Proyectos Pradamap SL,67950000,6.095,,,8.390576,29.4164652,6.179312226,109.4039,16
Germany,4031,0,17,Onshore,0,2020,WindStrom,23103000,6.846666667,,,0.50668989,0.699134027,-4.095137491,67.85817,21
Denmark,3950,0,17,Onshore,0,2017,Wind Estate A/S,23103000,8.446666667,,,1.058,1.231712341,3.056477244,35.94862,21
France,5174,0,12,Onshore,0,2013,Portes de Champagne Community Council; EDF,16308000,5.88,,,0.863710403,2.433341503,0.781756446,94.68683,19
Spain,4738,1,14,Onshore,0,1998,Enel,19026000,5.886666667,,,1.834336162,1.4659338,4.301977405,62.35467,19
Greece,1758,0,36,Onshore,0,2005,EDF,48924000,5.193333333,,,3.545069695,8.875699043,1.183506102,107.3949,16
Austria,3411,1,20,Onshore,0,2012,Wien Energie Vertrieb GMBH & CO KG,27180000,6.033333333,,,2.485670328,3.230000019,0.628246179,81.92012,20
Germany,3114,0,22,Onshore,0,2007,Allianz SE,29898000,6.963333333,,,2.298336029,1.922888994,2.89010719,63.08144,21
France,4564,0,14,Onshore,0,2016,Valorem,19026000,5.603333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5760,0,10,Onshore,0,2018,VSB,13590000,6.646666667,,,1.85,2.38292861,1.645908729,98.1591,19
Norway,371,0,112,Onshore,0,2017,Luxcara GMBH; Norsk Vind AS,152208000,5.866666667,,,1.875,3.007102489,2.463746285,38.31382,21
Spain,4160,0,16,Onshore,0,2010,Viesgo Renovables SL,21744000,5.713333333,,,1.799884915,3.527857542,0.094122317,60.26603,20
France,5697,0,10.3,Onshore,0,2021,La Garenne Sas,13997700,6.806666667,,,1.642331,10.45525,6.882337866,113.0879,20
Greece,1968,0,32.9,Onshore,0,2021,Provata Traianoupoleos Wind LLC,44711100,4.916666667,,,1.223826,12.30831,8.654497853,201.1673,10
Ireland,6102,1,10,Onshore,0,2005,Gaelectric Developments Ltd,13590000,8.233333333,,,2.42969203,10.41954708,5.739782353,26.05387,21
Greece,3544,0,19.8,Onshore,0,2003,Enel,26908200,5.973333333,,,3.530652046,4.425450802,5.796823035,101.4561,17
Norway,1525,1,40,Onshore,0,2002,Statkraft AS,54360000,6.36,,,1.286725283,3.722885132,1.377557001,33.945,21
Norway,4394,0,15,Onshore,1,2008,Troms Kraft Produksjon AS,20385000,6.316666667,,,3.753922939,6.826536655,0.481919541,47.54502,21
France,4191,0,16,Onshore,0,2008,InnoVent Group,21744000,6.576666667,,,2.812865257,4.735337734,0.380171426,69.73569,21
Ireland,2121,0,30,Onshore,1,2021,Statkraft AS,40770000,7.513333333,,,2.358143,12.28661,16.25561324,52.5642,16
Greece,2328,0,28.8,Onshore,0,2019,Viotia Aiolos LLC,39139200,4.77,,,0.51700002,-0.480481893,2.277180636,185.5363,9
Germany,5040,0,12,Onshore,0,2017,CEE,16308000,6.71,,,1.711,1.241764545,2.716024519,63.95238,21
France,4779,0,13.2,Onshore,0,2023,BayWa R.E. AG,17938800,6.41,,,4.878357265,5.925709159,0.936487503,110.6418,19
Spain,1444,0,41,Onshore,0,2004,EDP,55719000,4.526666667,,,3.039197922,3.496448517,3.114531452,45.3327,21
Sweden,1983,0,32,Onshore,0,2023,Cloudberry Clean Energy ASA,43488000,4.3,,,8.548624897,-9.78123785,-0.310670185,36.37123,21
Spain,1218,0,46,Onshore,0,2010,Iberdrola,62514000,5.433333333,,,1.799884915,3.527857542,0.094122317,60.26603,20
Germany,3567,0,19,Onshore,0,2020,Ventotec GMBH,25821000,6.466666667,,,0.50668989,0.699134027,-4.095137491,67.85817,21
France,2460,0,27,Onshore,0,2016,STEAG GmbH,36693000,6.393333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
Portugal,4673,0,14,Onshore,0,2007,Tecneira,19026000,6.583333333,,,2.453965664,3.635817766,2.506579715,72.72796,18
Spain,3133,0,22,Onshore,0,2003,Acciona,29898000,4.59,,,3.039239645,2.886516333,2.939289664,47.68695,20
Poland,3979,0,17,Onshore,0,2013,Invenergy LLC,23103000,7.573333333,,,0.991986692,1.963978171,0.684240607,57.11583,15
Sweden,5359,0,12,Onshore,0,2007,Falkenberg Municipality,16308000,5.513333333,,,2.212168932,0,3.224911317,39.07255,21
Finland,3038,0,22,Onshore,0,2020,Energiequelle GmbH,29898000,4.773333333,,,0.290554556,0.1566084,-2.49103621,75.26035,20
Finland,3974,0,17,Onshore,0,2014,Hana Financial Investment CO LTD; Korea Investments & Securities CO LTD,23103000,4.696666667,,,1.041195989,1.208119631,-0.478068319,64.78293,20
Greece,4775,1,13.6,Onshore,0,2009,ENTEKA; Acciona,18482400,4.546666667,,,1.21007669,-2.682304144,-4.119275981,126.7447,16
Italy,3881,0,18,Onshore,0,2014,ASJA Ambiente Italia,24462000,4.953333333,,,0.241050467,0.016540658,-0.00138764,134.7553,12
Bulgaria,374,0,111,Onshore,1,2009,Alpha Grissin SA; Preneal Internacional SA,150849000,5.005,,,2.747324228,6.450785637,-3.347141367,21.28618,13
Sweden,2832,1,24,Onshore,0,2008,Stena Renewables Energy AB,32616000,4.053333333,,,3.437051058,0,-0.923123083,37.73573,21
Serbia,6157,1,10,Onshore,0,2016,MK Fintel Wind,13590000,5.106666667,,,1.122162104,,2.975197792,67.42606,9
Ireland,2750,0,24,Onshore,0,2019,Enerco Energy,32616000,8.643333333,,,0.876999974,1.085116029,5.040550288,55.92433,18
Germany,6067,0,10,Onshore,0,2007,E.ON ; other,13590000,6.38,,,2.298336029,1.922888994,2.89010719,63.08144,21
Romania,6158,1,10,Onshore,0,-,ElectriCom LLC,13590000,5.724782609,,,,,,,
Germany,1291,0,44,Onshore,0,2016,WPD,59796000,5.48,,,0.491744995,0,2.294710677,67.63065,21
Italy,2556,0,26,Onshore,0,2010,E2I Energie Speciali SRL,35334000,5.593333333,,,1.525517702,1.211658478,1.529105757,118.7371,17
Greece,4477,0,14.4,Onshore,0,2019,Arinomario LTD,19569600,6.393333333,,,0.51700002,-0.480481893,2.277180636,185.5363,9
Germany,6126,0,10,Onshore,0,2003,ZOPF Energieanlagen GMBH,13590000,7.063333333,,,1.034225345,1.510221601,-0.529928994,62.70924,21
Greece,2624,0,25.2,Onshore,1,?,Rokas Renewables,34246800,,,,,,,,
Denmark,4226,0,16,Onshore,0,2002,Orsted,21744000,8.186666667,,,2.424431324,2.88997817,0.456529991,49.03895,21
France,5197,1,12,Onshore,0,2012,EDF,16308000,5.493333333,,,1.954202652,3.398922443,0.183835271,91.71756,20
Poland,1601,0,38,Onshore,0,2012,KKR Co Inc ; Acciona ; other,51642000,6.516666667,,,3.560366631,5.809867859,1.511781676,54.78408,15
Austria,1336,0,43,Onshore,0,2015,WindLandKraft GMBH,58437000,6.023333333,,,0.896564722,1.190000057,1.303523098,84.8943,21
Ireland,789,0,57,Onshore,0,2010,Enerco Energy,77463000,7.62,,,-0.922096431,1.288659692,1.682972351,86.13499,14
Spain,5112,0,12,Onshore,0,2014,Endesa SA ; Cabildo Insular ; ITC LTD,16308000,4.223333333,,,-0.150875106,1.335933924,1.520485923,104.4176,15
Spain,897,1,50,Onshore,0,2023,Energias Renovables de Dione SL,67950000,6.07,,,3.532361335,-15.78456276,2.675663493,105.0343,16
France,5845,0,10,Onshore,1,2015,Engie,13590000,5.846666667,,,0.037512854,0.410003603,1.066754735,97.07373,19
Spain,3259,1,21,Onshore,0,2007,Naturgy,28539000,4.186666667,,,2.787031889,3.659707785,3.533500122,35.69813,21
Germany,4130,0,16,Onshore,0,2013,Windenergie S&H GMBH,21744000,5.66,,,1.504725099,1.971489668,0.386224576,76.79466,21
Germany,3493,1,20,Onshore,0,2004,NOTUS Energy,27180000,6.426666667,,,1.66573,1.529088616,1.162368267,64.33307,21
France,1715,1,36,Onshore,0,2017,Innergex Renewable Energy ; Desjardins Group Pension Plan,48924000,5.296666667,,,1.163,1.601827264,2.083614851,98.48331,19
Germany,2991,0,23,Onshore,0,2001,Encavis AG,31257000,7.156666667,,,1.983850956,2.450403214,1.636541013,57.58368,21
Spain,2307,0,29,Onshore,0,2008,EDP; Ventient Energy,39411000,5.84,,,4.07565403,6.641723633,0.767165775,39.6088,21
Spain,4431,0,15,Onshore,0,2000,Grupo Jorge,20385000,6.436666667,,,3.433526039,4.422429562,5.200641186,57.84051,20
Italy,3814,0,18,Onshore,0,2006,Fortore Energia SPA,24462000,5.493333333,,,2.09084177,5.697815418,1.799479905,106.2531,17
Germany,1801,0,35,Onshore,0,2013,CEZ Group,47565000,5.62,,,1.504725099,1.971489668,0.386224576,76.79466,21
Denmark,4504,1,14,Onshore,0,2021,Siemens,19026000,8.593333333,,,1.853045,11.53909,7.38206629,35.78105,21
Poland,3317,0,20,Onshore,0,2020,Mirova,27180000,6.776666667,,,3.374469726,7.48961993,-2.035568824,57.19533,15
Belgium,3604,0,19,Onshore,0,2000,EDF,25821000,7.216666667,,,2.544513941,5.573903561,3.71670516,109.589,20
Italy,1305,0,44,Onshore,0,2011,Alerion,59796000,5.59,,,2.780637741,5.178144455,0.695463129,119.1057,16
France,5087,1,12,Onshore,0,2015,WPD,16308000,6.003333333,,,0.037512854,0.410003603,1.066754735,97.07373,19
Austria,4831,1,13,Onshore,0,2017,Okoenergie Beteiligungs GMBH,17667000,6.003333333,,,2.23,1.730000019,2.27225012,78.50054,20
Spain,1074,0,49,Onshore,0,2019,WPD,66591000,5.773333333,,,0.699999988,-1.237797976,1.961178532,97.57882,16
Finland,1326,0,43,Onshore,0,2022,Suomen Hyotytuuli Oy,58437000,4.775,,,7.123507,30.69680686,1.450048073,73.94323,20
Italy,4526,0,14,Onshore,0,2019,EDP,19026000,5.47,,,0.634000003,0.484916806,0.429162534,133.8227,13
France,2154,0,30,Onshore,0,2015,Engie,40770000,6.003333333,,,0.037512854,0.410003603,1.066754735,97.07373,19
United Kingdom,1339,1,43,Onshore,0,2010,Scottish and Southern Energy (SSE),58437000,7.273333333,,,2.502840519,-0.361241519,2.233315126,75.86023,21
Italy,1611,1,38,Onshore,0,2010,Renantis UK Ltd,51642000,5.893333333,,,1.525517702,1.211658478,1.529105757,118.7371,17
United Kingdom,7,1,1200,Offshore hard mount,0,2023,Vargronn AS ; Scottish and Southern Energy (SSE) ; Equinor ASA,3859554200,9.27,208.13,97.66,6.793967068,8.10650006,0.339966158,101.1471,18
Spain,979,0,50,Onshore,0,2008,Iberdrola,67950000,5.73,,,4.07565403,6.641723633,0.767165775,39.6088,21
Spain,2388,0,28,Onshore,0,2009,Iberdrola,38052000,6.003333333,,,-0.28799358,1.29409802,-3.768133072,53.07928,20
France,5622,1,11,Onshore,0,2009,Allianz SE,14949000,6.103333333,,,0.087618731,-0.113706842,-2.824551503,84.03127,21
Spain,1606,1,38,Onshore,0,2011,Acciona,51642000,5.026666667,,,3.196138859,7.229995728,-0.639920691,69.52841,18
Germany,4641,1,14,Onshore,0,2011,Geo MBH,19026000,7.973333333,,,2.075176716,3.075814486,3.757968866,77.84923,21
France,4475,1,14.4,Onshore,0,2020,Energieteam,19569600,6.826666667,,,0.476498853,-0.206244222,-7.44064593,114.853,20
Denmark,602,0,74,Onshore,0,2020,GK Gruppen ApS; Community Ownership; Eurowind Energy A/S,100566000,8.07,,,0.420711974,0.256266517,-1.780105988,42.17138,21
France,3339,0,20,Onshore,0,2018,Boralex,27180000,6.483333333,,,1.85,2.38292861,1.645908729,98.1591,19
Austria,4334,1,15,Onshore,0,2014,Verbund,20385000,6.12,,,1.605804801,1.590000033,0.755799077,84.04751,20
Finland,2466,1,27,Onshore,0,2015,Allianz SE,36693000,4.293333333,,,-0.2079283,0.821114242,0.466503518,68.7194,20
Italy,4748,1,14,Onshore,0,2006,CEF; Glennmont Partners,19026000,5.386666667,,,2.09084177,5.697815418,1.799479905,106.2531,17
Serbia,2161,0,30,Onshore,1,2013,MK Group; MK Fintel Wind,40770000,5.453333333,,,7.700123787,,0.451578763,56.4062,8
France,4819,0,13,Onshore,0,2019,TTR Energy,17667000,6.243333333,,,1.299999952,1.744135022,2.027446476,97.88586,19
Norway,813,0,55,Onshore,1,2014,Austri Kjolberget DA,74745000,3.983333333,,,2.041705608,1.291266203,2.048131999,29.66098,21
Germany,3839,1,18,Onshore,0,2004,PNE AG,24462000,6.523333333,,,1.66573,1.529088616,1.162368267,64.33307,21
Italy,3115,0,22,Onshore,0,2006,Enel,29898000,4.763333333,,,2.09084177,5.697815418,1.799479905,106.2531,17
Spain,4026,1,17,Onshore,0,1997,Enerfin Resources CO,23103000,5.266666667,,,1.971074224,3.443284035,3.587299762,64.2863,19
Finland,3210,0,21,Onshore,0,2016,Allianz SE,28539000,4.35,,,0.356684387,0.551684678,2.571934232,68.59111,20
France,1566,0,39,Onshore,0,2005,Boralex,53001000,5.6,,,1.74586904,4.746580601,1.888565802,68.03877,21
France,4980,0,12,Onshore,1,2020,Ostwind,16308000,6.033333333,,,0.476498853,-0.206244222,-7.44064593,114.853,20
Netherlands,126,0,301,Onshore,0,2020,A.S.R. Real Estate; Vattenfall AB,409059000,8.273333333,,,1.272460378,0.527492996,-3.867953393,53.33677,21
Finland,2933,1,23,Onshore,0,2017,Nuveen Infrastructure,31257000,4.253333333,,,0.839,1.297056556,3.303370161,66.51211,20
France,6060,1,10,Onshore,0,2007,ERG,13590000,7.086666667,,,1.487993479,2.966151237,2.530481862,65.3614,21
Spain,2223,0,30,Onshore,0,2006,Iberdrola,40770000,5.776666667,,,3.515373945,6.521553516,4.043435207,39.01906,21
Germany,5133,0,12,Onshore,0,2014,Burgerwind,16308000,7.29,,,0.90679872,0.845330298,2.169498929,73.82303,21
Germany,2042,1,32,Onshore,0,2006,Energiequelle GmbH,43488000,6.51,,,1.577432156,2.939437389,3.855736152,65.75402,21
Norway,19,0,1000,Offshore hard mount,1,2008,Oceanwind AS,3049239500,9.306666667,148.11,37.66,3.753922939,6.826536655,0.481919541,47.54502,21
Russia,411,0,101,Onshore,0,2020,Chetverty vetropark FRV,137259000,6.416666667,,,3.381659372,3.022539884,-2.653654501,19.15613,12
United Kingdom,5186,0,12,Onshore,1,2012,EDF,16308000,8.126666667,,,2.564104319,2.724234581,1.508998374,84.4826,21
Germany,3948,0,17,Onshore,0,2018,Gaia INC,23103000,5.676666667,,,1.73,1.753376603,1.116443109,60.72854,21
Germany,2742,0,24,Onshore,0,2022,WPD,32616000,6.38,,,6.872574,35.04750171,1.369731055,64.78936,21
Spain,4528,0,14,Onshore,0,2019,Enel,19026000,6.143333333,,,0.699999988,-1.237797976,1.961178532,97.57882,16
Germany,2413,1,28,Onshore,0,2003,NOTUS Energy,38052000,6.533333333,,,1.034225345,1.510221601,-0.529928994,62.70924,21
France,5970,0,10,Onshore,0,2010,EDF,13590000,6.666666667,,,1.531118512,3.301385641,2.000324727,86.31331,21
Spain,998,1,50,Onshore,0,2006,Acciona ; Med Wind,67950000,6.326666667,,,3.515373945,6.521553516,4.043435207,39.01906,21
Greece,3653,0,18,Onshore,0,2021,Taff Prime Develop SA,24462000,3.593333333,,,1.223826,12.30831,8.654497853,201.1673,10
Belgium,5547,0,11,Onshore,0,2023,Storm,14949000,6.53,,,4.049010776,-20.82351047,1.251700632,105.1709,19
Germany,5835,1,10,Onshore,0,2016,WPD,13590000,6.51,,,0.491744995,0,2.294710677,67.63065,21
Spain,583,1,76.8,Onshore,0,2022,Energia Eolica Gregal SL,104371200,5.67,,,8.390576,29.4164652,6.179312226,109.4039,16
Norway,636,0,70,Onshore,1,2013,Nord-Norsk Vindkraft AS,95130000,5.773333333,,,2.120480061,5.294428825,1.016190824,31.42718,21
Spain,1071,0,49,Onshore,0,2020,Eolia Renovables SA (EOLIASUR),66591000,5.91,,,-0.322671033,-3.54274493,-10.94007066,119.179,16
Denmark,50,0,500,Offshore hard mount,1,2019,Wind Estate A/S,1309500250,8.153333333,15.09,17.59,0.728999972,-0.291685313,1.711400944,33.7917,21
Greece,2277,0,29.4,Onshore,1,?,EDP,39954600,,,,,,,,
France,4983,1,12,Onshore,0,2020,Total Quadran,16308000,6.326666667,,,0.476498853,-0.206244222,-7.44064593,114.853,20
Belgium,4368,0,15,Onshore,0,2012,Eneco,20385000,6.546666667,,,2.839660883,3.730719805,0.215803673,104.8105,19
Spain,5617,0,11,Onshore,0,2011,Iberdrola,14949000,5.686666667,,,3.196138859,7.229995728,-0.639920691,69.52841,18
France,5203,0,12,Onshore,0,2012,Epuron,16308000,5.886666667,,,1.954202652,3.398922443,0.183835271,91.71756,20
Germany,5884,0,10,Onshore,0,2014,ABO Wind,13590000,5.503333333,,,0.90679872,0.845330298,2.169498929,73.82303,21
Spain,1402,0,42,Onshore,0,2007,Acciona,57078000,5.91,,,2.787031889,3.659707785,3.533500122,35.69813,21
Greece,3613,0,18.4,Onshore,1,?,K Sarras & CO LLC,25005600,,,,,,,,
Germany,1488,0,40,Onshore,0,2012,EVV Renewable Energy,54360000,6.033333333,,,2.008486986,2.23366785,0.474291306,79.15729,21
France,4299,0,15,Onshore,0,2017,JP Energie Environnement,20385000,6.1,,,1.163,1.601827264,2.083614851,98.48331,19
Spain,2635,1,25,Onshore,0,2023,Repsol SA,33975000,5.51,,,3.532361335,-15.78456276,2.675663493,105.0343,16
Spain,992,1,50,Onshore,0,2006,Acciona ; Med Wind,67950000,6.326666667,,,3.515373945,6.521553516,4.043435207,39.01906,21
United Kingdom,646,0,70,Onshore,1,2008,RWE,95130000,7.86,,,3.481384993,4.696794987,-0.248797298,50.82737,21
Sweden,1656,0,37.2,Onshore,0,2023,European Energy A/S,50554800,4.39,,,8.548624897,-9.78123785,-0.310670185,36.37123,21
Germany,3527,1,20,Onshore,0,1997,Wind-Projekt,27180000,7.476666667,,,1.939362645,2.583285332,1.854817267,58.68614,21
Spain,1877,0,34,Onshore,0,2009,Acciona,46206000,5.466666667,,,-0.28799358,1.29409802,-3.768133072,53.07928,20
Spain,3277,0,21,Onshore,0,2020,Mirova Eurofideme,28539000,6.236666667,,,-0.322671033,-3.54274493,-10.94007066,119.179,16
France,4138,0,16,Onshore,0,2012,Engie,21744000,5.703333333,,,1.954202652,3.398922443,0.183835271,91.71756,20
Italy,860,0,52,Onshore,0,2008,Renantis UK Ltd,70668000,5.606666667,,,3.347833157,6.451290131,-1.023138477,105.7877,17
Finland,2110,0,30,Onshore,0,2023,Ilmatar,40770000,4.38,,,6.250643222,-1.180894007,-1.163962815,77.02499,20
France,736,1,60,Onshore,0,2019,RIVE Private Investment,81540000,6.703333333,,,1.299999952,1.744135022,2.027446476,97.88586,19
Germany,1894,0,34,Onshore,0,2001,Neue GHF Bliesdorf-Ketzin GMBH,46206000,6.623333333,,,1.983850956,2.450403214,1.636541013,57.58368,21
France,5120,0,12,Onshore,0,2014,Renewable Energy Systems (RES),16308000,6.236666667,,,0.507763743,1.757389784,0.997832938,96.3175,21
Austria,3595,1,19,Onshore,0,2002,Web Windenergie AG; ImWind,25821000,3.4,,,1.810363293,0.850000024,1.484368978,66.72803,21
France,5318,0,12,Onshore,0,2009,EOS Holdings,16308000,6.043333333,,,0.087618731,-0.113706842,-2.824551503,84.03127,21
France,691,0,65,Onshore,0,2023,Boralex,88335000,6.66,,,4.878357265,5.925709159,0.936487503,110.6418,19
Greece,1350,0,42,Onshore,1,?,Niata Wind SA,57078000,,,,,,,,
Sweden,2926,0,23,Onshore,0,2020,Taaleri Energia Funds Management OY,31257000,4.503333333,,,0.497367319,-0.12742566,-2.005337504,40.31189,21
Italy,4867,0,13,Onshore,0,2012,Aren Electric Power SPA,17667000,5.383333333,,,3.041360378,7.027999878,-3.125238795,125.8705,16
Greece,3022,0,22,Onshore,0,2023,Motor Oil Ellas,29898000,4.22,,,3.464801285,-11.89491089,2.332123883,168.869,12
Italy,2576,0,26,Onshore,0,2007,Moncada Energy Group,35334000,5.216666667,,,1.829737067,2.57996273,1.462292025,103.4538,17
France,3683,0,18,Onshore,0,2018,Engie,24462000,5.766666667,,,1.85,2.38292861,1.645908729,98.1591,19
Austria,3909,1,17,Onshore,0,2023,Windkraft Simonsfeld AG,23103000,5.86,,,7.81413417,6.195272942,-0.954962367,77.545,20
Spain,5719,0,10,Onshore,0,2021,Greenalia SA,13590000,4.87,,,3.093135,21.23588,6.683144185,115.5939,16
United Kingdom,4375,0,15,Onshore,0,2011,ESB Group,20385000,7.97,,,3.884572744,2.714504004,1.138362347,81.42507,21
France,6045,0,10,Onshore,0,2008,Eolfi,13590000,6.41,,,2.812865257,4.735337734,0.380171426,69.73569,21
France,4791,0,13,Onshore,0,2024,Boralex,17667000,6.8,,,4.878357265,5.925709159,0.936487503,110.6418,18
Greece,2908,0,23.4,Onshore,1,?,PK Energy LLC,31800600,,,,,,,,
Sweden,5953,0,10,Onshore,0,2010,Eolus Vind AB,13590000,4.323333333,,,1.157981992,0,5.750735843,38.30193,21
Spain,1019,1,50,Onshore,0,2004,Iberdrola,67950000,5.733333333,,,3.039197922,3.496448517,3.114531452,45.3327,21
Greece,4943,0,12.5,Onshore,0,2013,Terna Energy,16987500,6.083333333,,,-0.922166348,5.539482594,-2.272116922,178.843,3
Poland,466,0,94,Onshore,0,2015,PGE Energia Odnawialna SA,127746000,7.15,,,-0.874127567,0.702593625,4.431767003,51.34457,16
Denmark,634,1,70,Onshore,0,2015,Vattenfall AB,95130000,8.18,,,0.452031076,0.050028067,2.104414587,39.89418,21
Belgium,4575,0,14,Onshore,0,2015,EDF,19026000,6.663333333,,,0.561430633,0.399857312,1.474164386,105.2304,20
Belgium,5997,0,10,Onshore,0,2009,Eneco,13590000,6.536666667,,,-0.053141583,-3.909904718,-1.906440894,100.2168,20
Romania,1483,1,40,Onshore,1,2012,Siemens,54360000,5.69,,,3.337636948,6.9,1.903616968,35.37141,12
France,6082,0,10,Onshore,0,2006,JPEE,13590000,6.256666667,,,1.675130725,4.659837723,2.714064518,65.32475,21
Germany,2234,0,30,Onshore,0,2003,PNE AG,40770000,6.503333333,,,1.034225345,1.510221601,-0.529928994,62.70924,21
Spain,3853,0,18,Onshore,0,2001,Ecowind Energy,24462000,6.41,,,3.589828014,3.382987976,3.919088791,54.05223,21
Greece,2337,0,28.5,Onshore,1,?,Egnatia Wind Energy SA,38731500,,,,,,,,
Germany,4985,0,12,Onshore,0,2020,Energiekontor,16308000,6.53,,,0.50668989,0.699134027,-4.095137491,67.85817,21
Spain,4694,0,14,Onshore,0,2005,Enerfin Resources CO,19026000,3.926666667,,,3.368458509,5.324462414,3.551225515,42.39519,21
Finland,3723,0,18,Onshore,0,2014,Exilion Tuuli Ky,24462000,4.67,,,1.041195989,1.208119631,-0.478068319,64.78293,20
Portugal,4691,0,14,Onshore,0,2005,EDP,19026000,3.793333333,,,2.27715683,4.368259907,0.781847758,72.24908,18
Spain,3263,0,21,Onshore,0,2006,Acciona,28539000,4.716666667,,,3.515373945,6.521553516,4.043435207,39.01906,21
France,4486,0,14.4,Onshore,0,2006,Engie,19569600,6.236666667,,,1.675130725,4.659837723,2.714064518,65.32475,21
Germany,6047,0,10,Onshore,0,2008,Ostwind,13590000,6.833333333,,,2.628387928,3.424206972,0.910403196,64.5862,21
Spain,2282,0,29,Onshore,0,2022,Naturgy,39411000,7.5,,,8.390576,29.4164652,6.179312226,109.4039,16
