Country/Area,Entry ID,Project Name,Phase Name,Only Phase,Capacity (MW),Installation Type,Status,Cancelled,Start year,Owner,Latitude,Longitude,Region,Wiki URL,Annual Wind Speed,Ocean Depth For Offshore,Inflation in Project Country
Germany,4840,Sankt Arnold wind farm,--,1,13,Onshore,operating,0,2017,B�rgerwind Neuenkirchen GMBH & CO KG,52.2228,7.4165,Europe,https://www.gem.wiki/Sankt_Arnold_wind_farm,,,
Germany,4841,Schm�lln wind farm,--,1,13,Onshore,operating,0,2017,CEE Group,53.3115,14.0732,Europe,https://www.gem.wiki/Schm�lln_wind_farm,,,
Poland,4842,Ilawa Trupel wind farm,--,1,13,Onshore,operating,0,2016,Polwind Group SP ZOO,53.5682,19.3555,Europe,https://www.gem.wiki/Ilawa_Trupel_wind_farm,,,
Norway,4843,Skomakerfjellet wind farm,--,1,13,Onshore,operating,0,2016,Tr�nderEnergi Kraft AS ; Stadtwerke M�nchen GmbH,64.2172,10.4134,Europe,https://www.gem.wiki/Skomakerfjellet_wind_farm,,,
Sweden,4844,Ryssbol wind farm,--,1,13,Onshore,operating,0,2016,KumBro Vind AB,56.9218,13.0307,Europe,https://www.gem.wiki/Ryssbol_wind_farm,,,
France,4845,Les Monts St Benoit wind farm,--,1,13,Onshore,operating,0,2016,Futuren,48.3738,4.0674,Europe,https://www.gem.wiki/Les_Monts_St_Benoit_wind_farm,,,
Germany,4846,Am�neburg-Ro�kopf wind farm,--,1,13,Onshore,operating,0,2016,Chorus Clean Energy AG,50.7382,8.9048,Europe,https://www.gem.wiki/Am�neburg-Ro�kopf_wind_farm,,,
Germany,4847,Osterbelmhusen wind farm,--,1,13,Onshore,operating,0,2016,Geo MBH,53.9256,9.1146,Europe,https://www.gem.wiki/Osterbelmhusen_wind_farm,,,
Germany,4848,Streumen wind farm,RP,0,13,Onshore,operating,0,2016,Energieanlagen FB,51.3486,13.3772,Europe,https://www.gem.wiki/Streumen_wind_farm,,,
Finland,4849,Pyh�nkoski wind farm,--,1,13,Onshore,operating,0,2015,Tunturivoima OY LTD; Puhuri Oy,64.3543,24.4768,Europe,https://www.gem.wiki/Pyh�nkoski_wind_farm,,,
Austria,4850,Pottenbrunn wind farm,4,0,13,Onshore,operating,0,2015,ImWind Operations GMBH,48.2549,15.7274,Europe,https://www.gem.wiki/Pottenbrunn_wind_farm,,,
Germany,4851,Dinkelsb�hl-Wilburgstetten wind farm,--,1,13,Onshore,operating,0,2015,ABO Wind AG,49.0438,10.3909,Europe,https://www.gem.wiki/Dinkelsb�hl-Wilburgstetten_wind_farm,,,
Germany,4852,Dobberkau Erweiterung wind farm,1BA,0,13,Onshore,operating,0,2015,WPD AG,52.6902,11.5907,Europe,https://www.gem.wiki/Dobberkau_Erweiterung_wind_farm,,,
Germany,4853,G�llnitz-Lieskau-Rehain wind farm,3,0,13,Onshore,operating,0,2015,UKA Group,51.6400,13.8271,Europe,https://www.gem.wiki/G�llnitz-Lieskau-Rehain_wind_farm,,,
Finland,4854,Sikam�ki wind farm,--,1,13,Onshore,cancelled - inferred 4 y,1,2014,Puhuri Oy,63.0746,26.1579,Europe,https://www.gem.wiki/Sikam�ki_wind_farm,,,
Germany,4855,Oppenau-Lautenbach wind farm,--,1,13,Onshore,cancelled - inferred 4 y,1,2014,EnBW,48.5189,8.1552,Europe,https://www.gem.wiki/Oppenau-Lautenbach_wind_farm,,,
Denmark,4856,Tvis wind farm,--,1,13,Onshore,operating,0,2014,Private Owners ; European Energy A/S,56.3233,8.7654,Europe,https://www.gem.wiki/Tvis_wind_farm,,,
Sweden,4857,Alered wind farm,--,1,13,Onshore,operating,0,2014,Eolus Vind AB,56.9121,12.8266,Europe,https://www.gem.wiki/Alered_wind_farm,,,
Sweden,4858,Bohult wind farm,--,1,13,Onshore,operating,0,2014,Allianz SE,56.9284,12.9013,Europe,https://www.gem.wiki/Bohult_wind_farm,,,
Sweden,4859,Ramsn�s wind farm,--,1,13,Onshore,operating,0,2014,Elektrizit�tswerk Der Stadt Z�rich (EWZ),58.8435,14.4962,Europe,https://www.gem.wiki/Ramsn�s_wind_farm,,,
Austria,4860,Prellenkirchen wind farm,4,0,13,Onshore,operating,0,2014,EVN Naturkraft Erzeugungsgesellschaft MBH,48.0610,16.9881,Europe,https://www.gem.wiki/Prellenkirchen_wind_farm,,,
Germany,4861,G�llheimer Wald wind farm,--,1,13,Onshore,operating,0,2014,Pfalzwind GMBH,49.5739,7.9797,Europe,https://www.gem.wiki/G�llheimer_Wald_wind_farm,,,
Germany,4862,Kr�ft wind farm,--,1,13,Onshore,operating,0,2014,Jura Energy,49.2706,11.5519,Europe,https://www.gem.wiki/Kr�ft_wind_farm,,,
Germany,4863,Langes Schiff wind farm,--,1,13,Onshore,operating,0,2014,Naturstrom,50.2294,10.1617,Europe,https://www.gem.wiki/Langes_Schiff_wind_farm,,,
Portugal,4864,Salgueiros-Guilhado wind farm,--,1,13,Onshore,operating,0,2013,EDP Renov�veis,41.4901,-7.6010,Europe,https://www.gem.wiki/Salgueiros-Guilhado_wind_farm,,,
Germany,4865,Hauenhorst wind farm,--,1,13,Onshore,operating,0,2013,B�rgerwind Hauenhorst GMBH & CO KG,52.2173,7.4481,Europe,https://www.gem.wiki/Hauenhorst_wind_farm,,,
Sweden,4866,Hogtjarnsklack wind farm,--,1,13,Onshore,operating,0,2012,Dala Vind AB,60.3401,16.2106,Europe,https://www.gem.wiki/Hogtjarnsklack_wind_farm,,,
Italy,4867,Carapelle wind farm,--,1,13,Onshore,operating,0,2012,Aren Electric Power SPA,41.2036,15.3834,Europe,https://www.gem.wiki/Carapelle_wind_farm,,,
Germany,4868,Helmstadt wind farm,2,0,13,Onshore,operating,0,2012,ABO Wind AG,49.7453,9.7073,Europe,https://www.gem.wiki/Helmstadt_wind_farm,,,
Ireland,4869,Rathcahill wind farm,--,1,13,Onshore,operating,0,2011,SSE Renewables,52.3834,-9.1306,Europe,https://www.gem.wiki/Rathcahill_wind_farm,,,
Germany,4870,Weibern-Rieden wind farm,--,1,13,Onshore,operating,0,2011,DunoAir,50.4015,7.1610,Europe,https://www.gem.wiki/Weibern-Rieden_wind_farm,,,
Czech Republic,4871,Str�bro wind farm,2,0,13,Onshore,cancelled - inferred 4 y,1,2010,CEZ Group,49.7529,13.0041,Europe,https://www.gem.wiki/Str�bro_wind_farm,,,
Bulgaria,4872,Karnobat Wind Park,--,1,13,Onshore,operating,0,2010,Stream Invest Holding AG,43.7419,28.1347,Europe,https://www.gem.wiki/Karnobat_Wind_Park,,,
Ireland,4873,Lee Strand wind farm,--,1,13,Onshore,operating,0,2010,Tr� Investments LTD,52.3096,-9.5892,Europe,https://www.gem.wiki/Lee_Strand_wind_farm,,,
Sweden,4874,Brunsmo wind farm,--,1,13,Onshore,operating,0,2010,Arise Windpower AB,56.3833,15.7512,Europe,https://www.gem.wiki/Brunsmo_wind_farm,,,
Italy,4875,Casoni Di Romagna wind farm,--,1,13,Onshore,operating,0,2009,AGSM Group,44.2494,11.4273,Europe,https://www.gem.wiki/Casoni_Di_Romagna_wind_farm,,,
Portugal,4876,Vila Franca De Xira wind farm,--,1,13,Onshore,operating,0,2009,Finerge SA,38.8878,-9.1189,Europe,https://www.gem.wiki/Vila_Franca_De_Xira_wind_farm,,,
Sweden,4877,M�ckelsj�berget wind farm,--,1,13,Onshore,operating,0,2008,Stena Renewables Energy AB,62.7462,17.8696,Europe,https://www.gem.wiki/M�ckelsj�berget_wind_farm,,,
Italy,4878,Calabria wind farm,--,1,13,Onshore,operating,0,2008,IVPC Group,38.9281,16.4931,Europe,https://www.gem.wiki/Calabria_wind_farm,,,
United Kingdom,4879,Snowgoat Glen wind farm,2,0,13,Onshore,cancelled,1,2006,RWE AG,56.2765,-3.6085,Europe,https://www.gem.wiki/Snowgoat_Glen_wind_farm,,,
Portugal,4880,Ortiga wind farm,--,1,13,Onshore,operating,0,2006,EDP Renov�veis,40.0051,-8.2365,Europe,https://www.gem.wiki/Ortiga_wind_farm,,,
Portugal,4881,Penedo Ruivo wind farm,--,1,13,Onshore,operating,0,2006,Energiekontor AG,41.2358,-7.9083,Europe,https://www.gem.wiki/Penedo_Ruivo_wind_farm,,,
Spain,4882,Hijes wind farm,--,1,13,Onshore,operating,0,2005,Iberdrola Renovables Energia SA,41.2789,-3.0434,Europe,https://www.gem.wiki/Hijes_wind_farm,,,
Spain,4883,Montemayor wind farm,Sur,0,13,Onshore,operating,0,2005,Acciona Energ�a SAU,43.3667,-7.4833,Europe,https://www.gem.wiki/Montemayor_wind_farm,,,
Austria,4884,Steinriegel wind farm,1,0,13,Onshore,operating,0,2005,Wien Energie Vertrieb GMBH & CO KG,47.5290,15.7133,Europe,https://www.gem.wiki/Steinriegel_wind_farm,,,
Ireland,4885,Moanmore wind farm,--,1,13,Onshore,operating,0,2004,Kilrush Energy LTD,52.6762,-9.4931,Europe,https://www.gem.wiki/Moanmore_wind_farm,,,
Spain,4886,R�o Almod�var wind farm,--,1,13,Onshore,operating,0,2004,Acciona Energ�a SAU,36.1949,-5.7634,Europe,https://www.gem.wiki/R�o_Almod�var_wind_farm,,,
Austria,4887,Haindorf-Inning wind farm,--,1,13,Onshore,operating,0,2004,EVN Naturkraft Erzeugungsgesellschaft MBH,48.1781,15.4437,Europe,https://www.gem.wiki/Haindorf-Inning_wind_farm,,,
Belgium,4888,Brugge 3 wind farm,--,1,13,Onshore,operating,0,2004,Elicio,51.2552,3.2056,Europe,https://www.gem.wiki/Brugge_3_wind_farm,,,
Luxembourg,4889,Kehmen-Heischent wind farm,1,0,13,Onshore,operating,0,2004,Soci�t� Luxembourgeoise des Energies Renouvelables SA (Soler),49.8965,6.0286,Europe,https://www.gem.wiki/Kehmen-Heischent_wind_farm,,,
Spain,4890,Boquer�n (EDPR) wind farm,3,0,13,Onshore,operating,0,2003,EDP Renovables Espa�a,41.8341,-1.5327,Europe,https://www.gem.wiki/Boquer�n_(EDPR)_wind_farm,,,
Spain,4891,Morrablancar wind farm,--,1,13,Onshore,operating,0,2003,Iberdrola Renovables Energia SA,38.9746,-1.5841,Europe,https://www.gem.wiki/Morrablancar_wind_farm,,,
Spain,4892,Sil�n wind farm,--,1,13,Onshore,operating,0,2003,Acciona Energ�a SAU,43.4701,-7.7201,Europe,https://www.gem.wiki/Sil�n_wind_farm,,,
Germany,4893,Werder-Ruthen-Lutheran wind farm,2,0,13,Onshore,operating,0,2003,UKA Group,53.4954,11.9939,Europe,https://www.gem.wiki/Werder-Ruthen-Lutheran_wind_farm,,,
Portugal,4894,Verg�o wind farm,1,0,13,Onshore,retired,0,2003,Novenergia,39.7554,-7.9897,Europe,https://www.gem.wiki/Verg�o_wind_farm,,,
Italy,4895,Volturino (E2i) wind farm,--,1,13,Onshore,operating,0,2002,E2I Energie Speciali SRL,41.4657,15.1262,Europe,https://www.gem.wiki/Volturino_(E2i)_wind_farm,,,
Spain,4896,Aizkibel wind farm,--,1,13,Onshore,operating,0,2002,Acciona Energ�a SAU,42.7203,-1.6947,Europe,https://www.gem.wiki/Aizkibel_wind_farm,,,
Spain,4897,Pena Da Cruz wind farm,1,0,13,Onshore,operating,0,2002,Iberdrola Renovables Energia SA,42.2501,-7.3833,Europe,https://www.gem.wiki/Pena_Da_Cruz_wind_farm,,,
Germany,4898,Feldheim wind farm,3,0,13,Onshore,operating,0,2002,Energiequelle GmbH,51.9979,12.8315,Europe,https://www.gem.wiki/Feldheim_wind_farm,,,
Germany,4899,Hellberge wind farm,1,0,13,Onshore,operating,0,2002,Statkraft AS,51.8702,13.5529,Europe,https://www.gem.wiki/Hellberge_wind_farm,,,
Germany,4900,Mangelsdorf (PNE) wind farm,1,0,13,Onshore,operating,0,2002,PNE AG,52.5280,12.0413,Europe,https://www.gem.wiki/Mangelsdorf_(PNE)_wind_farm,,,
Spain,4901,Ciesma De Grisel wind farm,--,1,13,Onshore,operating,0,2001,RWE Innogy Aersa SAU,41.8590,-1.7260,Europe,https://www.gem.wiki/Ciesma_De_Grisel_wind_farm,,,
Germany,4902,K�tzlin-Barenthin wind farm,1,0,13,Onshore,operating,0,2001,PNE AG,52.9127,12.2483,Europe,https://www.gem.wiki/K�tzlin-Barenthin_wind_farm,,,
Germany,4903,Timmaspe wind farm,--,1,13,Onshore,operating,0,2001,Erneuerbare Energien Europa e3 GmbH,54.1342,9.8661,Europe,https://www.gem.wiki/Timmaspe_wind_farm,,,
Germany,4904,Trebbichau wind farm,1,0,13,Onshore,operating,0,2001,WPD AG,51.6599,11.9473,Europe,https://www.gem.wiki/Trebbichau_wind_farm,,,
Portugal,4905,Lomba De Seixa wind farm,1,0,13,Onshore,operating,0,2000,Ventient Energy,41.8301,-7.7901,Europe,https://www.gem.wiki/Lomba_De_Seixa_wind_farm,,,
Germany,4906,Rakow wind farm,1,0,13,Onshore,operating,0,2000,PNE AG,54.0630,13.0626,Europe,https://www.gem.wiki/Rakow_wind_farm,,,
Spain,4907,Calobres wind farm,--,1,13,Onshore,operating,0,1999,Comsa Medio Ambiente SA; Fersa Group,40.8832,0.6622,Europe,https://www.gem.wiki/Calobres_wind_farm,,,
Germany,4908,Rollwitz wind farm,--,1,13,Onshore,operating,0,1999,MBBF Group,53.4549,13.9611,Europe,https://www.gem.wiki/Rollwitz_wind_farm,,,
Germany,4909,Flomborn-Stetten wind farm,1,0,13,Onshore,retired,0,1999,BVT Group,49.8832,8.2856,Europe,https://www.gem.wiki/Flomborn-Stetten_wind_farm,,,
Spain,4910,Enix wind farm,--,1,13,Onshore,operating,0,1997,Enel Green Power Espa�a SL,36.8773,-2.6018,Europe,https://www.gem.wiki/Enix_wind_farm,,,
Spain,4911,La Muela wind farm,2,0,13,Onshore,operating,0,1997,Enel Green Power Espa�a SL,41.5990,-1.1501,Europe,https://www.gem.wiki/La_Muela_wind_farm,,,
Spain,4912,Los Llanos (Naturgy) wind farm,Ampliaci�n,0,13,Onshore,operating,0,2019,Naturgy,36.4469,-5.2858,Europe,https://www.gem.wiki/Los_Llanos_(Naturgy)_wind_farm,,,
Spain,4913,Mudefer wind farm,2,0,13,Onshore,operating,0,2015,Audax Renovables,41.0373,0.2821,Europe,https://www.gem.wiki/Mudefer_wind_farm,,,
Spain,4914,Pena Alta wind farm,--,1,13,Onshore,operating,0,-,Acciona Energ�a SAU,42.8401,-3.6010,Europe,https://www.gem.wiki/Pena_Alta_wind_farm,,,
Germany,4915,Remlingen (Lower Saxony) wind farm,--,1,13,Onshore,operating,0,2000,WindStrom,52.1104,10.7021,Europe,https://www.gem.wiki/Remlingen_(Lower_Saxony)_wind_farm,,,
Germany,4916,Zettingen wind farm,--,1,13,Onshore,operating,0,2007,IKEA,50.2183,7.2105,Europe,https://www.gem.wiki/Zettingen_wind_farm,,,
France,4917,Basse-Marche wind farm,4,0,13,Onshore,operating,0,2020,Ostwind,46.3013,1.0928,Europe,https://www.gem.wiki/Basse-Marche_wind_farm,,,
France,4918,Basse-Marche wind farm,5,0,13,Onshore,operating,0,2020,Ostwind,46.3013,1.0928,Europe,https://www.gem.wiki/Basse-Marche_wind_farm,,,
Belgium,4919,Hoogstraten - Wuustwezel wind farm,--,1,13,Onshore,operating,0,2012,Aspiravi,51.4016,4.6850,Europe,https://www.gem.wiki/Hoogstraten_-_Wuustwezel_wind_farm,,,
Finland,4920,Voimamylly wind farm,Kanta-H�me,0,12.9,Onshore,operating,0,2023,Ilmatar Energy Oy,60.9392,23.3550,Europe,https://www.gem.wiki/Voimamylly_wind_farm,,,
Finland,4921,Voimamylly wind farm,Pirkanmaa,0,12.9,Onshore,operating,0,2023,Ilmatar Energy Oy,61.0496,23.5268,Europe,https://www.gem.wiki/Voimamylly_wind_farm,,,
Netherlands,4922,Vluchthaven wind farm,2,0,12.9,Onshore,operating,0,2022,E-Connection Project BV,51.6405,3.6973,Europe,https://www.gem.wiki/Vluchthaven_wind_farm,,,
France,4923,Velennes Fr�montiers wind farm,1,0,12.9,Onshore,operating,0,2019,Energieteam,49.7633,2.0847,Europe,https://www.gem.wiki/Velennes_Fr�montiers_wind_farm,,,
Netherlands,4924,Energie A16 wind power project,2,0,12.9,Onshore,operating,0,2024,Pure Energy,51.5303,4.7495,Europe,https://www.gem.wiki/Energie_A16_wind_power_project,,,
France,4925,Mont Saint Benoit wind farm,--,1,12.8,Onshore,operating,0,2016,ENGIE SA,48.3962,4.0253,Europe,https://www.gem.wiki/Mont_Saint_Benoit_wind_farm,,,
Greece,4926,Dodi wind farm,--,1,12.6,Onshore,cancelled,1,?,Rokas Renewables,41.2479,25.7036,Europe,https://www.gem.wiki/Dodi_wind_farm,,,
Greece,4927,Megale Rache (Spithas Solar) wind farm,--,1,12.6,Onshore,cancelled,1,?,Spithas Solar Systems LLC,39.1287,21.9086,Europe,https://www.gem.wiki/Megale_Rache_(Spithas_Solar)_wind_farm,,,
Greece,4928,Metamorphose wind farm,--,1,12.6,Onshore,cancelled,1,?,Niata Wind SA,41.1214,22.6880,Europe,https://www.gem.wiki/Metamorphose_wind_farm,,,
Greece,4929,Tsouka Granitsa Pholea wind farm,--,1,12.6,Onshore,cancelled,1,?,Spider Energy SA,39.3901,20.3085,Europe,https://www.gem.wiki/Tsouka_Granitsa_Pholea_wind_farm,,,
Finland,4930,Riutunkari wind farm,--,1,12.6,Onshore,operating,0,2023,Pohjantuulen Voima Oy,65.0086,25.1961,Europe,https://www.gem.wiki/Riutunkari_wind_farm,,,
Italy,4931,Nannarone wind farm,--,1,12.6,Onshore,operating,0,2023,Inergia SPA,41.1982,15.5521,Europe,https://www.gem.wiki/Nannarone_wind_farm,,,
Portugal,4932,Pinhal Interior wind farm,Expansion,0,12.6,Onshore,operating,0,2022,Generg,39.9416,-7.9655,Europe,https://www.gem.wiki/Pinhal_Interior_wind_farm,,,
Greece,4933,Antia wind farm,B,0,12.6,Onshore,operating,0,2000,Rokas Renewables,38.0419,24.5788,Europe,https://www.gem.wiki/Antia_wind_farm,,,
Greece,4934,Antia wind farm,A1,0,12.6,Onshore,operating,0,1999,Rokas Renewables,38.0498,24.5736,Europe,https://www.gem.wiki/Antia_wind_farm,,,
Norway,4935,Gismarvik wind farm,--,1,12.6,Onshore,operating,0,2022,Solvind Prosjekt AS,59.3360,5.4356,Europe,https://www.gem.wiki/Gismarvik_wind_farm,,,
United Kingdom,4936,Crockdun wind farm,--,1,12.5,Onshore,operating,0,2017,ESB Group,54.5689,-7.0494,Europe,https://www.gem.wiki/Crockdun_wind_farm,,,
France,4937,Febvin-Palfart wind farm,--,1,12.5,Onshore,cancelled - inferred 4 y,1,2016,Boralex,50.5242,2.2954,Europe,https://www.gem.wiki/Febvin-Palfart_wind_farm,,,
United Kingdom,4938,Kelmarsh wind farm,--,1,12.5,Onshore,operating,0,2016,Blue Energy,52.4028,-0.9598,Europe,https://www.gem.wiki/Kelmarsh_wind_farm,,,
United Kingdom,4939,Spaldington Airfield wind farm,--,1,12.5,Onshore,operating,0,2016,Renantis UK Ltd,53.7952,-0.7998,Europe,https://www.gem.wiki/Spaldington_Airfield_wind_farm,,,
United Kingdom,4940,Lissett Airfield wind farm,2,0,12.5,Onshore,cancelled,1,2013,Energiekontor UK,53.9987,-0.2898,Europe,https://www.gem.wiki/Lissett_Airfield_wind_farm,,,
United Kingdom,4941,Gordonstown Hill wind farm,--,1,12.5,Onshore,operating,0,2013,Ventient Energy,57.4619,-2.4828,Europe,https://www.gem.wiki/Gordonstown_Hill_wind_farm,,,
United Kingdom,4942,Westfield wind farm,--,1,12.5,Onshore,operating,0,2013,Ventient Energy,56.1453,-3.2949,Europe,https://www.gem.wiki/Westfield_wind_farm,,,
Greece,4943,Chylos (Pherron Evrou Energy) wind farm,--,1,12.5,Onshore,operating,0,2013,Terna Energy,40.9662,26.0952,Europe,https://www.gem.wiki/Chylos_(Pherron_Evrou_Energy)_wind_farm,,,
France,4944,Varimpr� wind farm,--,1,12.5,Onshore,operating,0,2008,Ventient Energy,49.7980,1.5103,Europe,https://www.gem.wiki/Varimpr�_wind_farm,,,
France,4945,Les Pelures Blanches wind farm,--,1,12.5,Onshore,operating,0,-,TTR Energy,46.9550,2.0087,Europe,https://www.gem.wiki/Les_Pelures_Blanches_wind_farm,,,
France,4946,Le Vieux Moulin wind farm,--,1,12.4,Onshore,operating,0,2009,ENGIE SA,49.1189,3.2398,Europe,https://www.gem.wiki/Le_Vieux_Moulin_wind_farm,,,
United Kingdom,4947,Winwick wind farm,--,1,12.3,Onshore,operating,0,2016,Blue Energy,52.3657,-1.0622,Europe,https://www.gem.wiki/Winwick_wind_farm,,,
France,4948,La Solerie wind farm,--,1,12.3,Onshore,operating,0,2009,ENGIE SA,49.8141,2.8474,Europe,https://www.gem.wiki/La_Solerie_wind_farm,,,
France,4949,Rumont Haut de Bane wind farm,--,1,12.3,Onshore,operating,0,2006,ENGIE SA,48.2719,2.4942,Europe,https://www.gem.wiki/Rumont_Haut_de_Bane_wind_farm,,,
France,4950,Velennes Fr�montiers wind farm,2,0,12.2,Onshore,operating,0,2019,Energieteam,49.7633,2.0847,Europe,https://www.gem.wiki/Velennes_Fr�montiers_wind_farm,,,
Greece,4951,Neraidorrache wind farm,--,1,12,Onshore,cancelled,1,?,Themeli SA,37.8238,21.9258,Europe,https://www.gem.wiki/Neraidorrache_wind_farm,,,
Greece,4952,Ovitha wind farm,--,1,12,Onshore,cancelled,1,?,Siemens Gamesa Renewable Energy SA,41.2908,25.6759,Europe,https://www.gem.wiki/Ovitha_wind_farm,,,
Greece,4953,Schizale wind farm,--,1,12,Onshore,cancelled,1,?,Terna Energy,38.1294,24.5504,Europe,https://www.gem.wiki/Schizale_wind_farm,,,
Sweden,4954,Ovesholm wind farm,--,1,12,Onshore,cancelled,1,-,BayWa R.E. AG,56.0187,13.9841,Europe,https://www.gem.wiki/Ovesholm_wind_farm,,,
Netherlands,4955,Groettocht wind farm,--,1,12,Onshore,cancelled,1,-,Vattenfall AB,52.7838,4.9438,Europe,https://www.gem.wiki/Groettocht_wind_farm,,,
Poland,4956,LECH Nowy Staw 3 wind farm,1,0,12,Onshore,operating,0,2023,RWE AG,54.1443,19.0329,Europe,https://www.gem.wiki/LECH_Nowy_Staw_3_wind_farm,,,
France,4957,Blanzac wind farm,--,1,12,Onshore,operating,0,2023,La Lande wind power,46.6447,1.4810,Europe,https://www.gem.wiki/Blanzac_wind_farm,,,
France,4958,Coupru wind farm,--,1,12,Onshore,operating,0,2023,RWE AG,49.0374,3.2661,Europe,https://www.gem.wiki/Coupru_wind_farm,,,
France,4959,Lupins wind farm,--,1,12,Onshore,operating,0,2023,H2Air,49.9591,3.6354,Europe,https://www.gem.wiki/Lupins_wind_farm,,,
France,4960,Pr�veranges wind farm,--,1,12,Onshore,operating,0,2023,Boralex,46.4755,2.2483,Europe,https://www.gem.wiki/Pr�veranges_wind_farm,,,
Germany,4961,Evendorf wind farm,3,0,12,Onshore,operating,0,2023,RWE AG,53.1610,10.0821,Europe,https://www.gem.wiki/Evendorf_wind_farm,,,
Germany,4962,Keula wind farm,--,1,12,Onshore,operating,0,2023,wpd GmbH,51.3171,10.5344,Europe,https://www.gem.wiki/Keula_wind_farm,,,
France,4963,Beaujolais Vert wind farm,--,1,12,Onshore,operating,0,2022,EDF Renewables,45.9476,4.3895,Europe,https://www.gem.wiki/Beaujolais_Vert_wind_farm,,,
France,4964,Clos Neuf wind farm,--,1,12,Onshore,operating,0,2022,BayWa R.E. AG,48.1700,-2.3693,Europe,https://www.gem.wiki/Clos_Neuf_wind_farm,,,
France,4965,Croix de la Merotte wind farm,--,1,12,Onshore,operating,0,2022,JP Energie Environnement,46.2090,0.7318,Europe,https://www.gem.wiki/Croix_de_la_Merotte_wind_farm,,,
France,4966,Croix-De-Chalais wind farm,--,1,12,Onshore,operating,0,2022,JP Energie Environnement,46.1947,0.7089,Europe,https://www.gem.wiki/Croix-De-Chalais_wind_farm,,,
France,4967,Illois Normandie wind farm,--,1,12,Onshore,operating,0,2022,Renantis UK Ltd,49.7473,1.6500,Europe,https://www.gem.wiki/Illois_Normandie_wind_farm,,,
France,4968,La Croix De Chalais wind farm,--,1,12,Onshore,operating,0,2022,JP Energie Environnement,46.2009,0.7127,Europe,https://www.gem.wiki/La_Croix_De_Chalais_wind_farm,,,
France,4969,Remise De Reclainville wind farm,1,0,12,Onshore,operating,0,2022,Boralex,48.3328,1.7686,Europe,https://www.gem.wiki/Remise_De_Reclainville_wind_farm,,,
Poland,4970,Ciekocinko wind farm,--,1,12,Onshore,operating,0,2021,KGAL Group,54.7467,17.7989,Europe,https://www.gem.wiki/Ciekocinko_wind_farm,,,
Belgium,4971,Pelt wind farm,1,0,12,Onshore,operating,0,2021,Storm,51.2381,5.3971,Europe,https://www.gem.wiki/Pelt_wind_farm,,,
Belgium,4972,Retie wind farm,--,1,12,Onshore,operating,0,2021,Wind4Flanders,51.2948,5.0661,Europe,https://www.gem.wiki/Retie_wind_farm,,,
Belgium,4973,Rodenhuize-Ghent wind farm,RP,0,12,Onshore,operating,0,2021,ENGIE SA,51.1318,3.7836,Europe,https://www.gem.wiki/Rodenhuize-Ghent_wind_farm,,,
France,4974,Bazougeais wind farm,--,1,12,Onshore,operating,0,2021,Boralex,48.4170,-1.5835,Europe,https://www.gem.wiki/Bazougeais_wind_farm,,,
France,4975,Brillac-Oradour-Fanais wind farm,--,1,12,Onshore,operating,0,2021,Volkswind GmbH,46.0953,0.7709,Europe,https://www.gem.wiki/Brillac-Oradour-Fanais_wind_farm,,,
France,4976,La Pr�voterie wind farm,extension,0,12,Onshore,operating,0,2021,ENGIE SA,48.4758,3.9663,Europe,https://www.gem.wiki/La_Pr�voterie_wind_farm,,,
