Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Latitude,Longitude,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating
Greece,4943,0,12.5,Onshore,0,2013,Terna Energy,40.9662,26.0952,16987500,6.083333333,N/A,N/A,-0.922166348,5.539482594,-2.272116922,178.843,3
France,4944,0,12.5,Onshore,0,2008,Ventient Energy,49.7980,1.5103,16987500,7.446666667,N/A,N/A,2.812865257,4.735337734,0.380171426,69.73569,21
France,4945,0,12.5,Onshore,0,-,TTR Energy,46.9550,2.0087,16987500,6.054545455,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
France,4946,0,12.4,Onshore,0,2009,Engie,49.1189,3.2398,16851600,6.23,N/A,N/A,0.087618731,-0.113706842,-2.824551503,84.03127,21
United Kingdom,4947,0,12.3,Onshore,0,2016,Blue Energy,52.3657,-1.0622,16715700,7.23,N/A,N/A,1,1.675421953,1.921710078,87.82519,19
France,4948,0,12.3,Onshore,0,2009,Engie,49.8141,2.8474,16715700,6.5,N/A,N/A,0.087618731,-0.113706842,-2.824551503,84.03127,21
France,4949,0,12.3,Onshore,0,2006,Engie,48.2719,2.4942,16715700,6.236666667,N/A,N/A,1.675130725,4.659837723,2.714064518,65.32475,21
France,4950,1,12.2,Onshore,0,2019,Energieteam,49.7633,2.0847,16579800,7.01,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
Greece,4951,0,12,Onshore,1,?,Themeli SA,37.8238,21.9258,16308000,,N/A,N/A,,,,,
Greece,4952,0,12,Onshore,1,?,Siemens,41.2908,25.6759,16308000,,N/A,N/A,,,,,
Greece,4953,0,12,Onshore,1,?,Terna Energy,38.1294,24.5504,16308000,,N/A,N/A,,,,,
Sweden,4954,0,12,Onshore,1,-,BayWa R.E. AG,56.0187,13.9841,16308000,6.97173913,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Netherlands,4955,0,12,Onshore,1,-,Vattenfall AB,52.7838,4.9438,16308000,8.255217391,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Poland,4956,1,12,Onshore,0,2023,RWE AG,54.1443,19.0329,16308000,6.76,N/A,N/A,11.5289128,11.65365251,0.138832755,49.59429,15
France,4957,0,12,Onshore,0,2023,La Lande wind power,46.6447,1.4810,16308000,6.19,N/A,N/A,4.878357265,5.925709159,0.936487503,110.6418,19
France,4958,0,12,Onshore,0,2023,RWE AG,49.0374,3.2661,16308000,6.08,N/A,N/A,4.878357265,5.925709159,0.936487503,110.6418,19
France,4959,0,12,Onshore,0,2023,H2Air,49.9591,3.6354,16308000,6.38,N/A,N/A,4.878357265,5.925709159,0.936487503,110.6418,19
France,4960,0,12,Onshore,0,2023,Boralex,46.4755,2.2483,16308000,5.8,N/A,N/A,4.878357265,5.925709159,0.936487503,110.6418,19
Germany,4961,1,12,Onshore,0,2023,RWE AG,53.1610,10.0821,16308000,6.87,N/A,N/A,5.946436677,6.403984767,-0.26643841,62.66008,21
Germany,4962,0,12,Onshore,0,2023,WPD,51.3171,10.5344,16308000,5.85,N/A,N/A,5.946436677,6.403984767,-0.26643841,62.66008,21
France,4963,0,12,Onshore,0,2022,EDF,45.9476,4.3895,16308000,5.74,N/A,N/A,5.222367,23.73546019,2.570840474,111.9513,19
France,4964,0,12,Onshore,0,2022,BayWa R.E. AG,48.1700,-2.3693,16308000,6.71,N/A,N/A,5.222367,23.73546019,2.570840474,111.9513,19
France,4965,0,12,Onshore,0,2022,JP Energie Environnement,46.2090,0.7318,16308000,6.315,N/A,N/A,5.222367,23.73546019,2.570840474,111.9513,19
France,4966,0,12,Onshore,0,2022,JP Energie Environnement,46.1947,0.7089,16308000,6.315,N/A,N/A,5.222367,23.73546019,2.570840474,111.9513,19
France,4967,0,12,Onshore,0,2022,Renantis UK Ltd,49.7473,1.6500,16308000,6.465,N/A,N/A,5.222367,23.73546019,2.570840474,111.9513,19
France,4968,0,12,Onshore,0,2022,JP Energie Environnement,46.2009,0.7127,16308000,6.315,N/A,N/A,5.222367,23.73546019,2.570840474,111.9513,19
France,4969,1,12,Onshore,0,2022,Boralex,48.3328,1.7686,16308000,6.285,N/A,N/A,5.222367,23.73546019,2.570840474,111.9513,19
Poland,4970,0,12,Onshore,0,2021,KGAL Group,54.7467,17.7989,16308000,7.143333333,N/A,N/A,5.1,12.14167,6.927182661,53.62216,15
Belgium,4971,1,12,Onshore,0,2021,Storm,51.2381,5.3971,16308000,6.733333333,N/A,N/A,2.440248,12.33115,6.202554016,107.9353,20
Belgium,4972,0,12,Onshore,0,2021,Wind4Flanders,51.2948,5.0661,16308000,6.853333333,N/A,N/A,2.440248,12.33115,6.202554016,107.9353,20
Belgium,4973,1,12,Onshore,0,2021,Engie,51.1318,3.7836,16308000,6.913333333,N/A,N/A,2.440248,12.33115,6.202554016,107.9353,20
France,4974,0,12,Onshore,0,2021,Boralex,48.4170,-1.5835,16308000,7.003333333,N/A,N/A,1.642331,10.45525,6.882337866,113.0879,20
France,4975,0,12,Onshore,0,2021,Volkswind GmbH,46.0953,0.7709,16308000,6.393333333,N/A,N/A,1.642331,10.45525,6.882337866,113.0879,20
France,4976,1,12,Onshore,0,2021,Engie,48.4758,3.9663,16308000,6.183333333,N/A,N/A,1.642331,10.45525,6.882337866,113.0879,20
France,4977,0,12,Onshore,0,2021,Kallista Energy,48.3678,-2.9147,16308000,7.373333333,N/A,N/A,1.642331,10.45525,6.882337866,113.0879,20
France,4978,0,12,Onshore,0,2021,Kallista Energy,48.3122,-2.5586,16308000,7.233333333,N/A,N/A,1.642331,10.45525,6.882337866,113.0879,20
Netherlands,4979,1,12,Onshore,0,2021,Rijkswaterstaat,51.9244,4.4778,16308000,7.576666667,N/A,N/A,2.67572,17.2592,6.276830732,50.43565,21
France,4980,0,12,Onshore,1,2020,Ostwind,43.4222,2.3275,16308000,6.033333333,N/A,N/A,0.476498853,-0.206244222,-7.44064593,114.853,20
France,4981,0,12,Onshore,0,2020,Energieteam,49.0953,0.7964,16308000,6.873333333,N/A,N/A,0.476498853,-0.206244222,-7.44064593,114.853,20
France,4982,0,12,Onshore,0,2020,Encavis AG,47.6219,-1.1959,16308000,6.726666667,N/A,N/A,0.476498853,-0.206244222,-7.44064593,114.853,20
France,4983,1,12,Onshore,0,2020,Total Quadran,49.5338,4.3464,16308000,6.326666667,N/A,N/A,0.476498853,-0.206244222,-7.44064593,114.853,20
France,4984,1,12,Onshore,0,2020,WPD,49.7870,3.6575,16308000,6.676666667,N/A,N/A,0.476498853,-0.206244222,-7.44064593,114.853,20
Germany,4985,0,12,Onshore,0,2020,Energiekontor,51.7978,11.5013,16308000,6.53,N/A,N/A,0.50668989,0.699134027,-4.095137491,67.85817,21
Germany,4986,1,12,Onshore,0,2020,VOSS Energy GMBH,53.0648,12.0476,16308000,6.63,N/A,N/A,0.50668989,0.699134027,-4.095137491,67.85817,21
France,4987,0,12,Onshore,1,2019,Future Energies,45.5601,3.1991,16308000,5.096666667,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
Croatia,4988,0,12,Onshore,0,2019,KI-KELAG International GMBH,44.2214,15.6638,16308000,5.57,N/A,N/A,0.772000015,0.9,3.100439114,70.42579,10
Italy,4989,0,12,Onshore,0,2019,E2I Energie Speciali SRL,40.0325,18.1837,16308000,6.273333333,N/A,N/A,0.634000003,0.484916806,0.429162534,133.8227,13
Spain,4990,0,12,Onshore,0,2019,Enel,42.7647,-7.5701,16308000,3.973333333,N/A,N/A,0.699999988,-1.237797976,1.961178532,97.57882,16
France,4991,0,12,Onshore,0,2019,EWZ,50.1387,3.0787,16308000,6.703333333,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
France,4992,0,12,Onshore,0,2019,VSB,46.6329,3.9588,16308000,5.676666667,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
France,4993,0,12,Onshore,0,2019,VSB,47.9011,-2.6724,16308000,6.963333333,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
France,4994,0,12,Onshore,0,2019,Encavis AG,47.8209,-1.1733,16308000,6.656666667,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
France,4995,0,12,Onshore,0,2019,Kallista Energy,49.5382,2.2850,16308000,6.593333333,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
Germany,4996,0,12,Onshore,0,2019,NWind GMBH,50.5825,10.4127,16308000,5.543333333,N/A,N/A,1.345999956,1.315006018,0.987893349,58.55613,21
Netherlands,4997,0,12,Onshore,0,2019,FutureWind,51.9624,4.0119,16308000,8.136666667,N/A,N/A,2.673000097,7.572058201,2.300091595,47.58263,21
Netherlands,4998,0,12,Onshore,0,2019,Westfriese Windmolder Cooperatie (WWC),52.7047,5.1336,16308000,7.61,N/A,N/A,2.673000097,7.572058201,2.300091595,47.58263,21
France,4999,0,12,Onshore,1,2018,VSB,47.5951,-1.3065,16308000,6.433333333,N/A,N/A,1.85,2.38292861,1.645908729,98.1591,19
Ireland,5000,0,12,Onshore,0,2018,Greencoat,52.6475,-7.5303,16308000,7.37,N/A,N/A,0.49,5.104811668,7.544341908,61.4716,16
Ireland,5001,1,12,Onshore,0,2018,Greencoat,54.2280,-8.1255,16308000,7.58,N/A,N/A,0.49,5.104811668,7.544341908,61.4716,16
Greece,5002,0,12,Onshore,0,2018,Delta Technical Group,37.0912,21.7584,16308000,5.023333333,N/A,N/A,0.63,0.067085952,2.064672533,190.6744,8
Portugal,5003,1,12,Onshore,0,2018,Novenergia,39.7553,-7.9897,16308000,4.2,N/A,N/A,0.99,2.190547943,2.946282416,121.4813,12
Spain,5004,0,12,Onshore,0,2018,Villar Mir Energia (VME) SLU,41.6560,-1.3690,16308000,6.236666667,N/A,N/A,1.68,2.365603924,2.395411204,99.71828,14
Belgium,5005,0,12,Onshore,0,2018,EDF,51.1967,3.5590,16308000,6.76,N/A,N/A,2.05,3.044097424,1.877968572,99.85589,20
France,5006,1,12,Onshore,0,2018,EEF SAS,46.3535,0.3559,16308000,6.22,N/A,N/A,1.85,2.38292861,1.645908729,98.1591,19
France,5007,0,12,Onshore,0,2018,Total Quadran,47.6555,-1.7606,16308000,6.583333333,N/A,N/A,1.85,2.38292861,1.645908729,98.1591,19
France,5008,0,12,Onshore,0,2018,Total Quadran,43.2656,3.0322,16308000,5.866666667,N/A,N/A,1.85,2.38292861,1.645908729,98.1591,19
France,5009,0,12,Onshore,0,2018,CNR; Energieteam,48.8530,6.3762,16308000,5.866666667,N/A,N/A,1.85,2.38292861,1.645908729,98.1591,19
Germany,5010,1,12,Onshore,0,2018,Aream & CO,52.6696,8.5219,16308000,6.793333333,N/A,N/A,1.73,1.753376603,1.116443109,60.72854,21
Germany,5011,0,12,Onshore,0,2018,DunoAir,50.3288,8.3236,16308000,6.026666667,N/A,N/A,1.73,1.753376603,1.116443109,60.72854,21
Germany,5012,0,12,Onshore,0,2018,BMR Windenergie Linnich GMBH,50.9618,6.3470,16308000,6.653333333,N/A,N/A,1.73,1.753376603,1.116443109,60.72854,21
Germany,5013,0,12,Onshore,0,2018,CEE,53.4013,8.6570,16308000,7.143333333,N/A,N/A,1.73,1.753376603,1.116443109,60.72854,21
Germany,5014,0,12,Onshore,0,2018,DunoAir,49.3094,7.8703,16308000,5.62,N/A,N/A,1.73,1.753376603,1.116443109,60.72854,21
Belgium,5015,0,12,Onshore,1,2017,Engie,50.4691,3.7457,16308000,6.513333333,N/A,N/A,2.224,3.741624117,1.474467657,102.0218,20
Sweden,5016,0,12,Onshore,0,2017,H&M,58.7656,11.4068,16308000,4.846666667,N/A,N/A,1.867,6.730000019,1.825156015,41.10535,21
Greece,5017,0,12,Onshore,0,2017,Protergia,38.4681,23.2307,16308000,4.636666667,N/A,N/A,1.138,2.168021202,1.473124985,183.2054,5
Belgium,5018,1,12,Onshore,0,2017,NV Wind aan de Stroom,51.2714,4.2435,16308000,6.79,N/A,N/A,2.224,3.741624117,1.474467657,102.0218,20
France,5019,1,12,Onshore,0,2017,Total Quadran,44.3363,2.7985,16308000,6.083333333,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5020,0,12,Onshore,0,2017,Valorem,46.2403,-0.8632,16308000,6.25,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5021,0,12,Onshore,0,2017,Allianz SE,48.3426,5.0145,16308000,5.836666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5022,0,12,Onshore,0,2017,ACOFI,45.6837,2.7036,16308000,5.033333333,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5023,0,12,Onshore,0,2017,TotalEnergies,46.8836,-1.7885,16308000,6.67,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5024,0,12,Onshore,0,2017,Eurowatt Services,50.2207,2.3207,16308000,6.486666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5025,0,12,Onshore,0,2017,Energieteam,46.8312,-1.2214,16308000,6.396666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5026,1,12,Onshore,0,2017,Eurowatt Services,50.2531,2.4529,16308000,6.763333333,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5027,1,12,Onshore,0,2017,Eurowatt Services,50.2611,2.4886,16308000,6.763333333,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5028,0,12,Onshore,0,2017,WPD,49.6275,3.9966,16308000,5.986666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5029,0,12,Onshore,0,2017,Total Quadran,46.9866,-0.5525,16308000,6.326666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5030,0,12,Onshore,0,2017,Renewable Energy Systems (RES),44.0239,3.0837,16308000,5.653333333,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5031,0,12,Onshore,0,2017,LHI Group,49.3297,3.6455,16308000,5.986666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5032,0,12,Onshore,0,2017,Volkswind GmbH,47.7081,3.8438,16308000,5.766666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5033,0,12,Onshore,0,2017,Elyseum Investment; 123Venture,50.5969,2.2428,16308000,6.763333333,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5034,0,12,Onshore,0,2017,Energieteam,50.0691,2.1038,16308000,6.71,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5035,0,12,Onshore,0,2017,EnBW,43.7126,2.6918,16308000,6.08,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5036,0,12,Onshore,0,2017,Ostwind,45.1425,4.5203,16308000,5.626666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5037,0,12,Onshore,0,2017,Allianz SE,49.7581,3.5060,16308000,6.293333333,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
France,5038,0,12,Onshore,0,2017,Engie,49.6809,0.5392,16308000,6.853333333,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
Germany,5039,1,12,Onshore,0,2017,Aream & CO,52.6700,8.5132,16308000,6.653333333,N/A,N/A,1.711,1.241764545,2.716024519,63.95238,21
Germany,5040,0,12,Onshore,0,2017,CEE,53.0464,9.7574,16308000,6.71,N/A,N/A,1.711,1.241764545,2.716024519,63.95238,21
Germany,5041,0,12,Onshore,0,2017,Ingenieurburo,54.7089,9.9157,16308000,7.433333333,N/A,N/A,1.711,1.241764545,2.716024519,63.95238,21
Germany,5042,0,12,Onshore,0,2017,Blue Elephant Energy AG (BEE),50.6966,8.7570,16308000,5.9,N/A,N/A,1.711,1.241764545,2.716024519,63.95238,21
Germany,5043,1,12,Onshore,0,2017,Denker & Wulf AG,53.1348,11.7831,16308000,6.553333333,N/A,N/A,1.711,1.241764545,2.716024519,63.95238,21
France,5044,0,12,Onshore,1,2016,Montelu-Valeco,49.1403,3.3097,16308000,6.07,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
Poland,5045,1,12,Onshore,0,2016,PGE Energia Odnawialna SA,53.6146,18.9437,16308000,6.583333333,N/A,N/A,-0.664764404,-0.606467843,3.031177676,54.50137,14
Romania,5046,1,12,Onshore,0,2016,Energo Proiect SRL,46.4297,22.6796,16308000,3.573333333,N/A,N/A,-1.552147627,-4.4,2.859932523,37.83452,12
Finland,5047,1,12,Onshore,0,2016,Aquila Capital,60.8754,23.3099,16308000,4.513333333,N/A,N/A,0.356684387,0.551684678,2.571934232,68.59111,20
Portugal,5048,1,12,Onshore,0,2016,Saeta Yield SA,40.2064,-7.2489,16308000,5.396666667,N/A,N/A,0.607398987,0.385936558,2.004141094,131.5057,11
Austria,5049,1,12,Onshore,0,2016,Web Windenergie AG,48.2906,16.5793,16308000,6.02,N/A,N/A,0.89159596,0.829999983,2.117219671,82.84043,20
Austria,5050,1,12,Onshore,0,2016,PUSPOK Group,48.0388,16.6445,16308000,6.17,N/A,N/A,0.89159596,0.829999983,2.117219671,82.84043,20
Belgium,5051,0,12,Onshore,0,2016,Aspiravi,51.2298,3.6917,16308000,6.81,N/A,N/A,1.973854065,2.142004013,1.19350264,105.0071,20
Belgium,5052,0,12,Onshore,0,2016,Elawan Energy SL,50.2376,4.2375,16308000,6.343333333,N/A,N/A,1.973854065,2.142004013,1.19350264,105.0071,20
France,5053,0,12,Onshore,0,2016,Enertrag LTD,49.7116,3.4324,16308000,6.183333333,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5054,0,12,Onshore,0,2016,Allianz SE,45.6835,2.6656,16308000,5.043333333,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5055,0,12,Onshore,0,2016,China General Nuclear Power Group (CGN),48.0967,5.3298,16308000,5.656666667,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5056,0,12,Onshore,0,2016,Ventient Energy,48.3310,1.4910,16308000,6.413333333,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5057,0,12,Onshore,0,2016,Ventient Energy,48.6731,3.4986,16308000,5.866666667,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5058,0,12,Onshore,0,2016,Ventient Energy,48.3915,1.6523,16308000,6.203333333,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5059,1,12,Onshore,0,2016,ERG,49.6346,2.0422,16308000,6.49,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5060,0,12,Onshore,0,2016,Ventient Energy,49.9021,1.9795,16308000,6.883333333,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5061,0,12,Onshore,0,2016,Total Quadran,48.2598,-1.2232,16308000,6.696666667,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5062,1,12,Onshore,0,2016,Boralex,46.3210,2.4774,16308000,5.893333333,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5063,0,12,Onshore,0,2016,Valorem,47.0944,-1.9087,16308000,6.726666667,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5064,0,12,Onshore,0,2016,Innergex Renewable Energy ; Desjardins Group Pension Plan,46.0690,0.0916,16308000,6.12,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5065,0,12,Onshore,0,2016,CNR,49.9806,1.6570,16308000,6.883333333,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
France,5066,0,12,Onshore,0,2016,Boralex,49.1091,6.5023,16308000,5.773333333,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
Germany,5067,0,12,Onshore,0,2016,MaKa Windkraft GMBH & CO KG,51.7156,8.8697,16308000,6.67,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,5068,0,12,Onshore,0,2016,Ingenieurburo,47.8901,10.7837,16308000,5.28,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,5069,0,12,Onshore,0,2016,WPD,51.3262,10.6236,16308000,5.933333333,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,5070,0,12,Onshore,0,2016,Thuga Erneuerbare Energien and Tauberfranken Municipal Services,49.6558,9.5489,16308000,5.743333333,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,5071,0,12,Onshore,0,2016,WPD,53.2413,8.7292,16308000,6.82,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,5072,0,12,Onshore,0,2016,WPD,51.3587,8.9552,16308000,6.67,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,5073,0,12,Onshore,0,2016,Primus Energie GMBH,49.4873,12.2909,16308000,5.636666667,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,5074,0,12,Onshore,0,2016,Geo MBH,54.5213,9.9100,16308000,7.613333333,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Luxembourg,5075,0,12,Onshore,0,2016,Societe Luxembourgeoise des Energies Renouvelables SA (Soler),49.9409,5.9301,16308000,6.3,N/A,N/A,0.29083252,-1.573412418,4.978190437,19.58846,21
Netherlands,5076,1,12,Onshore,0,2016,Heineken NV; Delta Energy,52.1328,4.5374,16308000,7.423333333,N/A,N/A,0.316665649,0.598285437,2.424285765,60.8827,21
United Kingdom,5077,0,12,Onshore,1,2015,Engie,51.7527,-3.7775,16308000,7.423333333,N/A,N/A,0.40160796,1.249046922,2.222888449,87.86669,21
Poland,5078,0,12,Onshore,0,2015,Eurowind Energy A/S,53.3441,16.9931,16308000,6.696666667,N/A,N/A,-0.874127567,0.702593625,4.431767003,51.34457,16
Denmark,5079,0,12,Onshore,0,2015,Private Investor - Lars Eriksen ; Community Ownership ; Wind Estate A/S,56.5742,10.0732,16308000,7.706666667,N/A,N/A,0.452031076,0.050028067,2.104414587,39.89418,21
Portugal,5080,1,12,Onshore,0,2015,Trustenergy SA,40.4926,-7.3042,16308000,5.323333333,N/A,N/A,0.487942129,0.231446117,1.589798289,131.1791,11
Austria,5081,1,12,Onshore,0,2015,Web Windenergie AG,48.4401,16.7114,16308000,5.93,N/A,N/A,0.896564722,1.190000057,1.303523098,84.8943,21
Belgium,5082,0,12,Onshore,0,2015,Aspiravi,51.2631,3.2131,16308000,7.93,N/A,N/A,0.561430633,0.399857312,1.474164386,105.2304,20
France,5083,0,12,Onshore,0,2015,RIVE Private Investment,47.0376,1.9997,16308000,6.006666667,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5084,0,12,Onshore,0,2015,Engie,49.3171,4.3691,16308000,6.003333333,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5085,0,12,Onshore,0,2015,Renewable Energy Systems (RES),45.4105,2.3956,16308000,5.053333333,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5086,0,12,Onshore,0,2015,WPD,49.6052,2.7491,16308000,6.373333333,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5087,1,12,Onshore,0,2015,WPD,49.5534,4.2506,16308000,6.003333333,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5088,0,12,Onshore,0,2015,Encavis AG,50.1047,2.4947,16308000,6.68,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5089,0,12,Onshore,0,2015,ABO Wind,45.9884,0.4275,16308000,6.196666667,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5090,0,12,Onshore,0,2015,CNR,47.9691,-0.9148,16308000,6.426666667,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5091,0,12,Onshore,0,2015,Enertrag LTD,50.3624,2.2777,16308000,6.963333333,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5092,0,12,Onshore,0,2015,WPD,49.6420,3.9875,16308000,6.09,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5093,0,12,Onshore,0,2015,Engie,48.1609,5.2306,16308000,5.786666667,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
France,5094,0,12,Onshore,0,2015,WPD,49.9037,2.1079,16308000,6.92,N/A,N/A,0.037512854,0.410003603,1.066754735,97.07373,19
Germany,5095,0,12,Onshore,0,2015,Burgerwind,47.9830,11.4083,16308000,4.33,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5096,0,12,Onshore,0,2015,Windfarm Weimar GMBH & CO KG,50.8980,11.5106,16308000,5.91,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5097,1,12,Onshore,0,2015,Landwind Group,52.5556,8.0436,16308000,6.833333333,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5098,0,12,Onshore,0,2015,VENTUS Ventures GMBH,50.0444,12.1353,16308000,5.5,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5099,0,12,Onshore,0,2015,Energiequelle GmbH,53.4181,9.1543,16308000,6.983333333,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5100,0,12,Onshore,0,2015,Burgerwind,52.1967,7.3478,16308000,6.656666667,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5101,1,12,Onshore,0,2015,CEE,51.6634,11.4376,16308000,6.03,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5102,0,12,Onshore,0,2015,Burgerwind,47.9847,11.4069,16308000,4.33,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5103,1,12,Onshore,0,2015,PNE AG,51.0660,5.9880,16308000,6.696666667,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Netherlands,5104,0,12,Onshore,0,2015,Greenchoice,51.7513,4.1358,16308000,7.43,N/A,N/A,0.600245893,1.834566236,2.120605224,63.79933,21
France,5105,0,12,Onshore,1,2014,Energieteam,49.7953,2.4013,16308000,6.73,N/A,N/A,0.507763743,1.757389784,0.997832938,96.3175,21
Germany,5106,0,12,Onshore,1,2014,Juwi GmbH,49.7243,7.8154,16308000,5.483333333,N/A,N/A,0.90679872,0.845330298,2.169498929,73.82303,21
Ukraine,5107,1,12,Onshore,1,2014,Vindkraft Ukraina LLC,46.5428,32.6480,16308000,6.3,N/A,N/A,12.14751339,9.026567459,-10.07889499,70.31687,3
Faroe Islands,5108,0,12,Onshore,0,2014,Elfelagid SEV,62.0249,-6.8316,16308000,9.903333333,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sweden,5109,0,12,Onshore,0,2014,Munich RE AG,58.3195,13.0691,16308000,5.046666667,N/A,N/A,-0.179638565,3.430000067,2.295763809,45.20099,21
Sweden,5110,0,12,Onshore,0,2014,Green Extreme AB,56.4354,15.9492,16308000,5.893333333,N/A,N/A,-0.179638565,3.430000067,2.295763809,45.20099,21
Italy,5111,0,12,Onshore,0,2014,E2I Energie Speciali SRL,40.8423,14.2563,16308000,3.803333333,N/A,N/A,0.241050467,0.016540658,-0.00138764,134.7553,12
